Date,temp,rain,inflation,Friday,Saturday,Sunday,Thursday,Tuesday,Wednesday,1D,Main,Sub,Energy Required (MU)
2017-07-11,34.0,0.2,0.024,0,0,0,0,1,0,0,0,0,153.668
2017-07-12,34.0,0.0,0.024,0,0,0,0,0,1,0,0,0,146.24
2017-07-13,34.0,0.4,0.024,0,0,0,1,0,0,0,0,0,145.329
2017-07-14,31.0,1.7,0.024,1,0,0,0,0,0,0,0,0,139.744
2017-07-15,32.0,0.0,0.024,0,1,0,0,0,0,0,0,0,141.917
2017-07-16,32.0,0.4,0.024,0,0,1,0,0,0,0,0,0,136.157
2017-07-17,31.0,0.4,0.024,0,0,0,0,0,0,0,0,0,135.947
2017-07-18,26.0,9.6,0.024,0,0,0,0,1,0,0,0,0,145.637
2017-07-19,31.0,3.6,0.024,0,0,0,0,0,1,0,0,0,133.271
2017-07-20,34.0,0.0,0.024,0,0,0,1,0,0,0,0,0,139.358
2017-07-21,35.0,0.0,0.024,1,0,0,0,0,0,0,0,0,154.645
2017-07-22,36.0,0.0,0.024,0,1,0,0,0,0,0,0,0,159.351
2017-07-23,36.0,0.0,0.024,0,0,1,0,0,0,0,0,0,162.207
2017-07-24,35.0,0.0,0.024,0,0,0,0,0,0,0,0,0,164.98
2017-07-25,36.0,0.0,0.024,0,0,0,0,1,0,0,0,0,164.762
2017-07-26,36.0,0.0,0.024,0,0,0,0,0,1,0,0,0,167.084
2017-07-27,36.0,0.0,0.024,0,0,0,1,0,0,0,0,0,169.981
2017-07-28,35.0,0.0,0.024,1,0,0,0,0,0,0,0,0,166.719
2017-07-29,35.0,0.0,0.024,0,1,0,0,0,0,0,0,0,163.439
2017-07-30,35.0,0.0,0.024,0,0,1,0,0,0,0,0,0,162.367
2017-07-31,36.0,0.2,0.024,0,0,0,0,0,0,0,0,0,162.379
2017-08-01,36.0,0.0,0.033,0,0,0,0,1,0,0,0,0,159.156
2017-08-02,36.0,0.2,0.033,0,0,0,0,0,1,0,0,0,155.851
2017-08-03,36.0,0.0,0.033,0,0,0,1,0,0,0,0,0,160.35
2017-08-04,35.0,0.3,0.033,1,0,0,0,0,0,0,0,0,165.067
2017-08-05,34.0,5.0,0.033,0,1,0,0,0,0,0,0,0,156.003
2017-08-06,35.0,1.0,0.033,0,0,1,0,0,0,0,0,0,158.268
2017-08-07,35.0,3.3,0.033,0,0,0,0,0,0,0,0,0,162.67
2017-08-08,31.0,18.1,0.033,0,0,0,0,1,0,0,0,0,154.644
2017-08-09,31.0,3.0,0.033,0,0,0,0,0,1,0,0,0,155.743
2017-08-10,33.0,0.0,0.033,0,0,0,1,0,0,0,0,0,152.882
2017-08-11,33.0,1.0,0.033,1,0,0,0,0,0,0,0,0,153.605
2017-08-12,33.0,0.0,0.033,0,1,0,0,0,0,0,0,0,147.538
2017-08-13,32.0,0.0,0.033,0,0,1,0,0,0,0,0,0,145.486
2017-08-14,33.0,0.0,0.033,0,0,0,0,0,0,0,1,0,150.388
2017-08-15,34.0,0.0,0.033,0,0,0,0,1,0,1,0,0,154.251
2017-08-16,34.0,0.5,0.033,0,0,0,0,0,1,0,0,0,156.912
2017-08-17,32.0,0.4,0.033,0,0,0,1,0,0,0,0,0,149.553
2017-08-18,27.0,12.9,0.033,1,0,0,0,0,0,0,0,0,144.433
2017-08-19,26.0,16.4,0.033,0,1,0,0,0,0,0,0,0,139.967
2017-08-20,30.0,0.1,0.033,0,0,1,0,0,0,0,0,0,136.54
2017-08-21,32.0,0.0,0.033,0,0,0,0,0,0,0,0,0,146.014
2017-08-22,33.0,0.0,0.033,0,0,0,0,1,0,0,0,0,150.089
2017-08-23,34.0,0.5,0.033,0,0,0,0,0,1,0,0,0,151.416
2017-08-24,33.0,0.3,0.033,0,0,0,1,0,0,0,0,0,146.666
2017-08-25,28.0,4.2,0.033,1,0,0,0,0,0,0,1,0,135.97
2017-08-26,32.0,0.8,0.033,0,1,0,0,0,0,0,0,0,137.486
2017-08-27,30.0,10.5,0.033,0,0,1,0,0,0,0,0,0,136.934
2017-08-28,28.0,7.0,0.033,0,0,0,0,0,0,0,0,0,137.845
2017-08-29,31.0,0.8,0.033,0,0,0,0,1,0,0,0,0,134.243
2017-08-30,33.0,0.0,0.033,0,0,0,0,0,1,0,0,0,150.054
2017-08-31,33.0,0.0,0.033,0,0,0,1,0,0,0,0,0,153.084
2017-09-01,33.0,0.0,0.033,1,0,0,0,0,0,0,0,0,154.109
2017-09-02,33.0,0.0,0.033,0,1,0,0,0,0,0,0,1,154.469
2017-09-03,34.0,1.9,0.033,0,0,1,0,0,0,0,0,0,149.878
2017-09-04,34.0,0.4,0.033,0,0,0,0,0,0,0,0,0,150.827
2017-09-05,33.0,2.2,0.033,0,0,0,0,1,0,0,0,0,148.988
2017-09-06,33.0,0.1,0.033,0,0,0,0,0,1,0,0,0,147.38
2017-09-07,32.0,4.7,0.033,0,0,0,1,0,0,0,0,0,145.934
2017-09-08,32.0,1.1,0.033,1,0,0,0,0,0,0,0,0,146.789
2017-09-09,32.0,2.2,0.033,0,1,0,0,0,0,0,0,0,146.818
2017-09-10,32.0,0.3,0.033,0,0,1,0,0,0,0,0,0,148.375
2017-09-11,31.0,0.8,0.033,0,0,0,0,0,0,0,0,0,154.271
2017-09-12,32.0,0.0,0.033,0,0,0,0,1,0,0,0,0,154.293
2017-09-13,32.0,0.0,0.033,0,0,0,0,0,1,0,0,0,158.303
2017-09-14,32.0,0.5,0.033,0,0,0,1,0,0,0,0,0,157.968
2017-09-15,32.0,4.3,0.033,1,0,0,0,0,0,0,0,0,150.708
2017-09-16,32.0,0.0,0.033,0,1,0,0,0,0,0,0,0,150.693
2017-09-17,30.0,1.0,0.033,0,0,1,0,0,0,0,0,0,138.945
2017-09-18,30.0,0.0,0.033,0,0,0,0,0,0,0,0,0,143.894
2017-09-19,32.0,0.3,0.033,0,0,0,0,1,0,0,0,0,152.975
2017-09-20,32.0,0.0,0.033,0,0,0,0,0,1,0,0,0,157.184
2017-09-21,33.0,0.0,0.033,0,0,0,1,0,0,0,0,0,162.69
2017-09-22,32.0,0.0,0.033,1,0,0,0,0,0,0,0,0,160.774
2017-09-23,32.0,2.8,0.033,0,1,0,0,0,0,0,0,0,168.237
2017-09-24,33.0,0.0,0.033,0,0,1,0,0,0,0,0,0,162.589
2017-09-25,32.0,0.0,0.033,0,0,0,0,0,0,0,0,0,154.468
2017-09-26,32.0,2.4,0.033,0,0,0,0,1,0,0,0,0,153.174
2017-09-27,30.0,4.9,0.033,0,0,0,0,0,1,0,0,0,151.312
2017-09-28,30.0,6.0,0.033,0,0,0,1,0,0,0,1,0,148.004
2017-09-29,30.0,6.1,0.033,1,0,0,0,0,0,0,0,0,145.462
2017-09-30,30.0,10.6,0.033,0,1,0,0,0,0,0,1,0,140.391
2017-10-01,30.0,3.1,0.036,0,0,1,0,0,0,0,0,0,137.993
2017-10-02,30.0,5.4,0.036,0,0,0,0,0,0,1,0,0,133.068
2017-10-03,31.0,0.6,0.036,0,0,0,0,1,0,0,0,0,141.405
2017-10-04,29.0,1.8,0.036,0,0,0,0,0,1,0,0,0,143.267
2017-10-05,30.0,0.3,0.036,0,0,0,1,0,0,0,0,0,137.08
2017-10-06,26.0,6.2,0.036,1,0,0,0,0,0,0,0,0,140.606
2017-10-07,29.0,3.3,0.036,0,1,0,0,0,0,0,0,0,142.695
2017-10-08,30.0,1.1,0.036,0,0,1,0,0,0,0,0,0,141.344
2017-10-09,30.0,8.9,0.036,0,0,0,0,0,0,0,0,0,146.343
2017-10-10,30.0,3.4,0.036,0,0,0,0,1,0,0,0,0,144.044
2017-10-11,30.0,4.6,0.036,0,0,0,0,0,1,0,0,0,141.573
2017-10-12,31.0,2.9,0.036,0,0,0,1,0,0,0,0,0,143.58
2017-10-13,30.0,1.4,0.036,1,0,0,0,0,0,0,0,0,145.168
2017-10-14,31.0,0.3,0.036,0,1,0,0,0,0,0,0,0,145.566
2017-10-15,31.0,0.0,0.036,0,0,1,0,0,0,0,0,0,144.425
2017-10-16,30.0,7.2,0.036,0,0,0,0,0,0,0,0,0,142.537
2017-10-17,30.0,0.0,0.036,0,0,0,0,1,0,0,0,0,147.946
2017-10-18,30.0,0.0,0.036,0,0,0,0,0,1,0,0,0,146.102
2017-10-19,30.0,0.0,0.036,0,0,0,1,0,0,0,1,0,141.04
2017-10-20,30.0,0.0,0.036,1,0,0,0,0,0,0,0,0,148.311
2017-10-21,30.0,0.0,0.036,0,1,0,0,0,0,0,0,0,152.775
2017-10-22,30.0,0.0,0.036,0,0,1,0,0,0,0,0,0,154.088
2017-10-23,31.0,0.0,0.036,0,0,0,0,0,0,0,0,0,161.587
2017-10-24,30.0,0.9,0.036,0,0,0,0,1,0,0,0,0,164.035
2017-10-25,29.0,3.9,0.036,0,0,0,0,0,1,0,0,0,165.992
2017-10-26,28.0,0.0,0.036,0,0,0,1,0,0,0,0,0,164.667
2017-10-27,28.0,0.0,0.036,1,0,0,0,0,0,0,0,0,162.387
2017-10-28,29.0,0.0,0.036,0,1,0,0,0,0,0,0,0,161.377
2017-10-29,28.0,0.0,0.036,0,0,1,0,0,0,0,0,0,161.309
2017-10-30,28.0,0.0,0.036,0,0,0,0,0,0,0,0,0,158.074
2017-10-31,28.0,0.0,0.036,0,0,0,0,1,0,0,0,0,160.299
2017-11-01,27.0,0.0,0.049,0,0,0,0,0,1,0,0,0,158.742
2017-11-02,27.0,0.0,0.049,0,0,0,1,0,0,0,0,0,159.334
2017-11-03,27.0,0.0,0.049,1,0,0,0,0,0,0,0,0,160.42
2017-11-04,26.0,1.6,0.049,0,1,0,0,0,0,0,0,0,154.878
2017-11-05,27.0,0.4,0.049,0,0,1,0,0,0,0,0,0,149.808
2017-11-06,28.0,0.1,0.049,0,0,0,0,0,0,0,0,0,149.943
2017-11-07,28.0,1.1,0.049,0,0,0,0,1,0,0,0,0,152.56
2017-11-08,28.0,0.0,0.049,0,0,0,0,0,1,0,0,0,155.057
2017-11-09,27.0,0.0,0.049,0,0,0,1,0,0,0,0,0,160.027
2017-11-10,27.0,0.0,0.049,1,0,0,0,0,0,0,0,0,160.659
2017-11-11,27.0,0.0,0.049,0,1,0,0,0,0,0,0,0,156.2
2017-11-12,27.0,0.0,0.049,0,0,1,0,0,0,0,0,0,154.032
2017-11-13,26.0,0.9,0.049,0,0,0,0,0,0,0,0,0,158.149
2017-11-14,27.0,0.5,0.049,0,0,0,0,1,0,0,0,0,162.914
2017-11-15,29.0,0.0,0.049,0,0,0,0,0,1,0,0,0,157.678
2017-11-16,29.0,0.0,0.049,0,0,0,1,0,0,0,0,0,163.413
2017-11-17,29.0,0.3,0.049,1,0,0,0,0,0,0,0,0,166.02
2017-11-18,28.0,0.2,0.049,0,1,0,0,0,0,0,0,0,167.405
2017-11-19,29.0,1.2,0.049,0,0,1,0,0,0,0,0,0,164.611
2017-11-20,28.0,1.7,0.049,0,0,0,0,0,0,0,0,0,167.228
2017-11-21,28.0,0.7,0.049,0,0,0,0,1,0,0,0,0,167.144
2017-11-22,28.0,0.0,0.049,0,0,0,0,0,1,0,0,0,169.442
2017-11-23,29.0,0.0,0.049,0,0,0,1,0,0,0,0,0,170.941
2017-11-24,28.0,0.1,0.049,1,0,0,0,0,0,0,0,0,167.951
2017-11-25,27.0,0.0,0.049,0,1,0,0,0,0,0,0,0,164.79
2017-11-26,26.0,0.0,0.049,0,0,1,0,0,0,0,0,0,159.814
2017-11-27,26.0,0.0,0.049,0,0,0,0,0,0,0,0,0,161.998
2017-11-28,26.0,0.0,0.049,0,0,0,0,1,0,0,0,0,159.353
2017-11-29,26.0,0.0,0.049,0,0,0,0,0,1,0,0,0,161.649
2017-11-30,26.0,0.0,0.049,0,0,0,1,0,0,0,0,0,156.489
2017-12-01,26.0,0.0,0.052,1,0,0,0,0,0,0,0,1,152.649
2017-12-02,26.0,0.0,0.052,0,1,0,0,0,0,0,0,0,154.829
2017-12-03,25.0,0.0,0.052,0,0,1,0,0,0,0,0,0,146.442
2017-12-04,25.0,0.0,0.052,0,0,0,0,0,0,0,0,0,152.941
2017-12-05,26.0,0.0,0.052,0,0,0,0,1,0,0,0,0,156.588
2017-12-06,26.0,0.0,0.052,0,0,0,0,0,1,0,0,0,159.759
2017-12-07,26.0,0.0,0.052,0,0,0,1,0,0,0,0,0,153.601
2017-12-08,28.0,0.0,0.052,1,0,0,0,0,0,0,0,0,155.592
2017-12-09,28.0,0.0,0.052,0,1,0,0,0,0,0,0,0,155.767
2017-12-10,27.0,0.0,0.052,0,0,1,0,0,0,0,0,0,155.63
2017-12-11,27.0,0.0,0.052,0,0,0,0,0,0,0,0,0,158.798
2017-12-12,27.0,0.0,0.052,0,0,0,0,1,0,0,0,0,160.458
2017-12-13,27.0,0.0,0.052,0,0,0,0,0,1,0,0,0,167.668
2017-12-14,27.0,0.1,0.052,0,0,0,1,0,0,0,0,0,164.728
2017-12-15,27.0,0.0,0.052,1,0,0,0,0,0,0,0,0,163.523
2017-12-16,27.0,0.0,0.052,0,1,0,0,0,0,0,0,0,159.898
2017-12-17,26.0,0.0,0.052,0,0,1,0,0,0,0,0,0,155.706
2017-12-18,26.0,0.0,0.052,0,0,0,0,0,0,0,0,0,157.719
2017-12-19,25.0,0.0,0.052,0,0,0,0,1,0,0,0,0,157.308
2017-12-20,25.0,0.0,0.052,0,0,0,0,0,1,0,0,0,155.475
2017-12-21,25.0,0.0,0.052,0,0,0,1,0,0,0,0,0,160.352
2017-12-22,26.0,0.0,0.052,1,0,0,0,0,0,0,0,0,159.611
2017-12-23,26.0,0.0,0.052,0,1,0,0,0,0,0,0,0,159.725
2017-12-24,26.0,0.0,0.052,0,0,1,0,0,0,0,0,0,156.493
2017-12-25,26.0,0.0,0.052,0,0,0,0,0,0,0,0,1,157.946
2017-12-26,26.0,0.0,0.052,0,0,0,0,1,0,0,0,0,160.649
2017-12-27,25.0,0.0,0.052,0,0,0,0,0,1,0,0,0,160.422
2017-12-28,25.0,0.0,0.052,0,0,0,1,0,0,0,0,0,159.427
2017-12-29,25.0,0.0,0.052,1,0,0,0,0,0,0,0,0,163.109
2017-12-30,25.0,0.0,0.052,0,1,0,0,0,0,0,0,0,163.991
2017-12-31,26.0,0.0,0.052,0,0,1,0,0,0,0,0,0,161.495
2018-01-01,27.0,0.0,0.051,0,0,0,0,0,0,0,0,0,158.065
2018-01-02,26.0,0.0,0.051,0,0,0,0,1,0,0,0,0,159.567
2018-01-03,26.0,0.0,0.051,0,0,0,0,0,1,0,0,0,162.367
2018-01-04,26.0,0.0,0.051,0,0,0,1,0,0,0,0,0,161.689
2018-01-05,25.0,0.0,0.051,1,0,0,0,0,0,0,0,0,161.544
2018-01-06,25.0,0.0,0.051,0,1,0,0,0,0,0,0,0,161.478
2018-01-07,25.0,0.0,0.051,0,0,1,0,0,0,0,0,0,159.145
2018-01-08,25.0,0.0,0.051,0,0,0,0,0,0,0,0,0,160.318
2018-01-09,26.0,0.0,0.051,0,0,0,0,1,0,0,0,0,161.846
2018-01-10,26.0,0.0,0.051,0,0,0,0,0,1,0,0,0,162.806
2018-01-11,27.0,0.0,0.051,0,0,0,1,0,0,0,0,0,163.754
2018-01-12,28.0,0.0,0.051,1,0,0,0,0,0,0,0,0,166.276
2018-01-13,28.0,0.0,0.051,0,1,0,0,0,0,0,0,0,167.282
2018-01-14,28.0,0.0,0.051,0,0,1,0,0,0,0,0,0,162.86
2018-01-15,28.0,0.0,0.051,0,0,0,0,0,0,0,1,0,154.195
2018-01-16,27.0,0.0,0.051,0,0,0,0,1,0,0,0,1,151.175
2018-01-17,26.0,0.0,0.051,0,0,0,0,0,1,0,0,0,157.51
2018-01-18,26.0,0.0,0.051,0,0,0,1,0,0,0,0,0,161.682
2018-01-19,26.0,0.0,0.051,1,0,0,0,0,0,0,0,0,163.938
2018-01-20,26.0,0.0,0.051,0,1,0,0,0,0,0,0,0,164.038
2018-01-21,26.0,0.0,0.051,0,0,1,0,0,0,0,0,0,160.432
2018-01-22,25.0,0.0,0.051,0,0,0,0,0,0,0,0,0,162.496
2018-01-23,26.0,0.0,0.051,0,0,0,0,1,0,0,0,0,165.258
2018-01-24,27.0,0.0,0.051,0,0,0,0,0,1,0,0,0,166.444
2018-01-25,28.0,0.0,0.051,0,0,0,1,0,0,0,0,0,166.785
2018-01-26,27.0,0.0,0.051,1,0,0,0,0,0,1,0,0,165.116
2018-01-27,27.0,0.0,0.051,0,1,0,0,0,0,0,0,0,166.506
2018-01-28,27.0,0.0,0.051,0,0,1,0,0,0,0,0,0,164.158
2018-01-29,27.0,0.0,0.051,0,0,0,0,0,0,0,0,0,166.144
2018-01-30,27.0,0.0,0.051,0,0,0,0,1,0,0,0,0,168.645
2018-01-31,28.0,0.0,0.051,0,0,0,0,0,1,0,0,0,167.583
2018-02-01,28.0,0.0,0.044,0,0,0,1,0,0,0,0,0,164.171
2018-02-02,28.0,0.0,0.044,1,0,0,0,0,0,0,0,0,164.94
2018-02-03,27.0,0.0,0.044,0,1,0,0,0,0,0,0,0,165.951
2018-02-04,27.0,0.0,0.044,0,0,1,0,0,0,0,0,0,161.388
2018-02-05,27.0,0.0,0.044,0,0,0,0,0,0,0,0,0,165.328
2018-02-06,28.0,0.0,0.044,0,0,0,0,1,0,0,0,0,166.308
2018-02-07,29.0,0.0,0.044,0,0,0,0,0,1,0,0,0,167.434
2018-02-08,30.0,0.0,0.044,0,0,0,1,0,0,0,0,0,166.948
2018-02-09,29.0,0.0,0.044,1,0,0,0,0,0,0,0,0,170.403
2018-02-10,29.0,0.0,0.044,0,1,0,0,0,0,0,0,0,170.713
2018-02-11,28.0,0.0,0.044,0,0,1,0,0,0,0,0,0,168.625
2018-02-12,28.0,0.0,0.044,0,0,0,0,0,0,0,0,0,171.281
2018-02-13,27.0,0.0,0.044,0,0,0,0,1,0,0,1,0,171.017
2018-02-14,28.0,0.0,0.044,0,0,0,0,0,1,0,0,0,168.21
2018-02-15,28.0,0.0,0.044,0,0,0,1,0,0,0,0,0,170.539
2018-02-16,29.0,0.0,0.044,1,0,0,0,0,0,0,0,0,171.24
2018-02-17,29.0,0.0,0.044,0,1,0,0,0,0,0,0,0,173.757
2018-02-18,28.0,0.0,0.044,0,0,1,0,0,0,0,0,0,172.087
2018-02-19,28.0,0.0,0.044,0,0,0,0,0,0,0,0,0,173.688
2018-02-20,29.0,0.0,0.044,0,0,0,0,1,0,0,0,0,174.917
2018-02-21,29.0,0.0,0.044,0,0,0,0,0,1,0,0,0,175.298
2018-02-22,30.0,0.0,0.044,0,0,0,1,0,0,0,0,0,178.431
2018-02-23,29.0,0.0,0.044,1,0,0,0,0,0,0,0,0,178.146
2018-02-24,29.0,0.0,0.044,0,1,0,0,0,0,0,0,0,174.014
2018-02-25,29.0,0.0,0.044,0,0,1,0,0,0,0,0,0,169.614
2018-02-26,31.0,0.0,0.044,0,0,0,0,0,0,0,0,0,171.667
2018-02-27,32.0,0.0,0.044,0,0,0,0,1,0,0,0,0,176.134
2018-02-28,32.0,0.0,0.044,0,0,0,0,0,1,0,0,0,178.342
2018-03-01,31.0,0.0,0.043,0,0,0,1,0,0,0,0,0,176.221
2018-03-02,32.0,0.0,0.043,1,0,0,0,0,0,0,0,1,169.653
2018-03-03,32.0,0.0,0.043,0,1,0,0,0,0,0,0,0,174.534
2018-03-04,32.0,0.0,0.043,0,0,1,0,0,0,0,0,0,172.524
2018-03-05,31.0,0.0,0.043,0,0,0,0,0,0,0,0,0,175.103
2018-03-06,31.0,0.0,0.043,0,0,0,0,1,0,0,0,0,177.666
2018-03-07,31.0,0.0,0.043,0,0,0,0,0,1,0,0,0,177.773
2018-03-08,31.0,0.0,0.043,0,0,0,1,0,0,0,0,0,178.622
2018-03-09,31.0,0.0,0.043,1,0,0,0,0,0,0,0,0,180.234
2018-03-10,32.0,0.0,0.043,0,1,0,0,0,0,0,0,0,180.478
2018-03-11,31.0,0.0,0.043,0,0,1,0,0,0,0,0,0,175.745
2018-03-12,32.0,0.0,0.043,0,0,0,0,0,0,0,0,0,178.833
2018-03-13,32.0,0.0,0.043,0,0,0,0,1,0,0,0,0,180.038
2018-03-14,32.0,0.0,0.043,0,0,0,0,0,1,0,0,0,181.768
2018-03-15,33.0,0.0,0.043,0,0,0,1,0,0,0,0,0,181.833
2018-03-16,30.0,0.1,0.043,1,0,0,0,0,0,0,0,0,179.036
2018-03-17,30.0,2.2,0.043,0,1,0,0,0,0,0,0,0,156.37
2018-03-18,31.0,0.0,0.043,0,0,1,0,0,0,0,0,0,158.431
2018-03-19,32.0,0.0,0.043,0,0,0,0,0,0,0,0,0,163.135
2018-03-20,33.0,0.0,0.043,0,0,0,0,1,0,0,0,0,170.757
2018-03-21,34.0,0.0,0.043,0,0,0,0,0,1,0,0,0,175.654
2018-03-22,33.0,0.0,0.043,0,0,0,1,0,0,0,0,0,178.843
2018-03-23,35.0,0.0,0.043,1,0,0,0,0,0,0,0,0,182.734
2018-03-24,34.0,0.0,0.043,0,1,0,0,0,0,0,0,0,184.1
2018-03-25,33.0,0.0,0.043,0,0,1,0,0,0,0,0,0,180.23
2018-03-26,33.0,0.0,0.043,0,0,0,0,0,0,0,0,0,180.996
2018-03-27,33.0,0.0,0.043,0,0,0,0,1,0,0,0,0,180.033
2018-03-28,34.0,0.0,0.043,0,0,0,0,0,1,0,0,0,183.786
2018-03-29,34.0,0.0,0.043,0,0,0,1,0,0,0,0,0,184.981
2018-03-30,34.0,0.0,0.043,1,0,0,0,0,0,1,0,0,180.104
2018-03-31,33.0,0.0,0.043,0,1,0,0,0,0,0,0,0,174.443
2018-04-01,33.0,0.0,0.046,0,0,1,0,0,0,0,0,0,167.208
2018-04-02,31.0,0.1,0.046,0,0,0,0,0,0,0,0,0,161.1
2018-04-03,32.0,0.2,0.046,0,0,0,0,1,0,0,0,0,170.177
2018-04-04,33.0,0.0,0.046,0,0,0,0,0,1,0,0,0,171.326
2018-04-05,33.0,0.0,0.046,0,0,0,1,0,0,1,0,0,171.323
2018-04-06,33.0,0.0,0.046,1,0,0,0,0,0,0,0,0,175.833
2018-04-07,33.0,0.2,0.046,0,1,0,0,0,0,0,0,0,174.487
2018-04-08,33.0,0.2,0.046,0,0,1,0,0,0,0,0,0,166.747
2018-04-09,33.0,0.0,0.046,0,0,0,0,0,0,0,0,0,175.149
2018-04-10,32.0,0.0,0.046,0,0,0,0,1,0,0,0,0,177.401
2018-04-11,33.0,0.0,0.046,0,0,0,0,0,1,0,0,0,180.037
2018-04-12,34.0,0.0,0.046,0,0,0,1,0,0,0,0,0,181.462
2018-04-13,33.0,0.0,0.046,1,0,0,0,0,0,0,0,0,181.353
2018-04-14,34.0,0.0,0.046,0,1,0,0,0,0,0,0,0,181.509
2018-04-15,34.0,0.0,0.046,0,0,1,0,0,0,0,0,0,180.853
2018-04-16,35.0,0.0,0.046,0,0,0,0,0,0,0,0,0,182.728
2018-04-17,35.0,0.0,0.046,0,0,0,0,1,0,0,0,0,183.487
2018-04-18,36.0,0.0,0.046,0,0,0,0,0,1,0,0,0,182.913
2018-04-19,36.0,0.0,0.046,0,0,0,1,0,0,0,0,0,181.868
2018-04-20,37.0,0.0,0.046,1,0,0,0,0,0,0,0,0,181.909
2018-04-21,35.0,0.0,0.046,0,1,0,0,0,0,0,0,0,182.49
2018-04-22,36.0,0.0,0.046,0,0,1,0,0,0,0,0,0,179.92
2018-04-23,35.0,0.0,0.046,0,0,0,0,0,0,0,0,0,176.424
2018-04-24,34.0,0.4,0.046,0,0,0,0,1,0,0,0,0,174.118
2018-04-25,35.0,0.0,0.046,0,0,0,0,0,1,0,0,0,173.316
2018-04-26,35.0,0.0,0.046,0,0,0,1,0,0,0,0,0,180.392
2018-04-27,35.0,0.0,0.046,1,0,0,0,0,0,0,0,0,180.863
2018-04-28,35.0,0.0,0.046,0,1,0,0,0,0,0,0,0,182.864
2018-04-29,35.0,0.0,0.046,0,0,1,0,0,0,0,0,0,178.503
2018-04-30,36.0,0.0,0.046,0,0,0,0,0,0,0,0,0,181.144
2018-05-01,36.0,0.0,0.049,0,0,0,0,1,0,0,0,0,160.527
2018-05-02,36.0,0.0,0.049,0,0,0,0,0,1,0,0,0,166.018
2018-05-03,34.0,3.6,0.049,0,0,0,1,0,0,0,0,0,145.036
2018-05-04,34.0,0.0,0.049,1,0,0,0,0,0,0,0,0,146.818
2018-05-05,35.0,0.0,0.049,0,1,0,0,0,0,0,0,0,163.246
2018-05-06,35.0,0.0,0.049,0,0,1,0,0,0,0,0,0,164.749
2018-05-07,36.0,0.0,0.049,0,0,0,0,0,0,0,0,0,172.395
2018-05-08,37.0,0.0,0.049,0,0,0,0,1,0,0,0,0,176.422
2018-05-09,35.0,0.5,0.049,0,0,0,0,0,1,0,0,0,178.073
2018-05-10,36.0,0.0,0.049,0,0,0,1,0,0,0,0,0,176.685
2018-05-11,37.0,0.0,0.049,1,0,0,0,0,0,0,0,0,176.599
2018-05-12,36.0,0.0,0.049,0,1,0,0,0,0,0,0,0,172.161
2018-05-13,36.0,0.4,0.049,0,0,1,0,0,0,0,0,0,164.014
2018-05-14,35.0,0.0,0.049,0,0,0,0,0,0,0,0,0,165.773
2018-05-15,35.0,0.0,0.049,0,0,0,0,1,0,0,0,0,165.302
2018-05-16,35.0,0.0,0.049,0,0,0,0,0,1,0,0,0,174.247
2018-05-17,35.0,0.0,0.049,0,0,0,1,0,0,0,0,0,177.47
2018-05-18,37.0,0.0,0.049,1,0,0,0,0,0,0,0,0,176.873
2018-05-19,37.0,0.0,0.049,0,1,0,0,0,0,0,0,0,177.322
2018-05-20,36.0,0.0,0.049,0,0,1,0,0,0,0,0,0,171.129
2018-05-21,35.0,0.0,0.049,0,0,0,0,0,0,0,0,0,176.633
2018-05-22,35.0,0.0,0.049,0,0,0,0,1,0,0,0,0,178.664
2018-05-23,35.0,0.0,0.049,0,0,0,0,0,1,0,0,0,176.854
2018-05-24,35.0,0.1,0.049,0,0,0,1,0,0,0,0,0,176.176
2018-05-25,35.0,0.0,0.049,1,0,0,0,0,0,0,0,0,178.944
2018-05-26,35.0,0.0,0.049,0,1,0,0,0,0,0,0,0,179.475
2018-05-27,36.0,0.0,0.049,0,0,1,0,0,0,0,0,0,176.503
2018-05-28,35.0,0.0,0.049,0,0,0,0,0,0,0,0,0,182.647
2018-05-29,39.0,0.0,0.049,0,0,0,0,1,0,0,0,0,184.305
2018-05-30,40.0,0.0,0.049,0,0,0,0,0,1,0,0,0,186.296
2018-05-31,38.0,0.5,0.049,0,0,0,1,0,0,0,0,0,180.184
2018-06-01,36.0,14.7,0.049,1,0,0,0,0,0,0,0,0,177.187
2018-06-02,35.0,4.3,0.049,0,1,0,0,0,0,0,0,0,161.897
2018-06-03,36.0,0.0,0.049,0,0,1,0,0,0,0,0,0,160.236
2018-06-04,38.0,0.0,0.049,0,0,0,0,0,0,0,0,0,164.434
2018-06-05,37.0,0.7,0.049,0,0,0,0,1,0,0,0,0,168.105
2018-06-06,34.0,3.4,0.049,0,0,0,0,0,1,0,0,0,160.37
2018-06-07,32.0,8.7,0.049,0,0,0,1,0,0,0,0,0,154.28
2018-06-08,34.0,1.0,0.049,1,0,0,0,0,0,0,0,0,150.67
2018-06-09,33.0,1.5,0.049,0,1,0,0,0,0,0,0,0,149.398
2018-06-10,33.0,2.2,0.049,0,0,1,0,0,0,0,0,0,147.628
2018-06-11,32.0,4.8,0.049,0,0,0,0,0,0,0,0,0,151.901
2018-06-12,34.0,1.1,0.049,0,0,0,0,1,0,0,0,0,151.249
2018-06-13,36.0,0.5,0.049,0,0,0,0,0,1,0,0,0,157.599
2018-06-14,37.0,0.0,0.049,0,0,0,1,0,0,0,0,0,168.142
