Date,Energy Required (MU),temp,rain,inflation,day,Holiday
2017-08-13,145.486,32.0,0.0,0.033,Sunday,Work
2017-08-14,150.388,33.0,0.0,0.033,Monday,Janmashtami
2017-08-15,154.251,34.0,0.0,0.033,Tuesday,Independence Day
2017-08-16,156.912,34.0,0.5,0.033,Wednesday,Work
2017-08-17,149.553,32.0,0.4,0.033,Thursday,Work
2017-08-18,144.433,27.0,12.9,0.033,Friday,Work
2017-08-19,139.967,26.0,16.4,0.033,Saturday,Work
2017-08-20,136.54,30.0,0.1,0.033,Sunday,Work
2017-08-21,146.014,32.0,0.0,0.033,Monday,Work
2017-08-22,150.089,33.0,0.0,0.033,Tuesday,Work
2017-08-23,151.416,34.0,0.5,0.033,Wednesday,Work
2017-08-24,146.666,33.0,0.3,0.033,Thursday,Work
2017-08-25,135.97,28.0,4.2,0.033,Friday,Ganesh Chaturthi
2017-08-26,137.486,32.0,0.8,0.033,Saturday,Work
2017-08-27,136.934,30.0,10.5,0.033,Sunday,Work
2017-08-28,137.845,28.0,7.0,0.033,Monday,Work
2017-08-29,134.243,31.0,0.8,0.033,Tuesday,Work
2017-08-30,150.054,33.0,0.0,0.033,Wednesday,Work
2017-08-31,153.084,33.0,0.0,0.033,Thursday,Work
2017-09-01,154.109,33.0,0.0,0.033,Friday,Work
2017-09-02,154.469,33.0,0.0,0.033,Saturday,Bakrid / Eid al Adha
2017-09-03,149.878,34.0,1.9,0.033,Sunday,Work
2017-09-04,150.827,34.0,0.4,0.033,Monday,Work
2017-09-05,148.988,33.0,2.2,0.033,Tuesday,Work
2017-09-06,147.38,33.0,0.1,0.033,Wednesday,Work
2017-09-07,145.934,32.0,4.7,0.033,Thursday,Work
2017-09-08,146.789,32.0,1.1,0.033,Friday,Work
2017-09-09,146.818,32.0,2.2,0.033,Saturday,Work
2017-09-10,148.375,32.0,0.3,0.033,Sunday,Work
2017-09-11,154.271,31.0,0.8,0.033,Monday,Work
2017-09-12,154.293,32.0,0.0,0.033,Tuesday,Work
2017-09-13,158.303,32.0,0.0,0.033,Wednesday,Work
2017-09-14,157.968,32.0,0.5,0.033,Thursday,Work
2017-09-15,150.708,32.0,4.3,0.033,Friday,Work
2017-09-16,150.693,32.0,0.0,0.033,Saturday,Work
2017-09-17,138.945,30.0,1.0,0.033,Sunday,Work
2017-09-18,143.894,30.0,0.0,0.033,Monday,Work
2017-09-19,152.975,32.0,0.3,0.033,Tuesday,Work
2017-09-20,157.184,32.0,0.0,0.033,Wednesday,Work
2017-09-21,162.69,33.0,0.0,0.033,Thursday,Work
2017-09-22,160.774,32.0,0.0,0.033,Friday,Work
2017-09-23,168.237,32.0,2.8,0.033,Saturday,Work
2017-09-24,162.589,33.0,0.0,0.033,Sunday,Work
2017-09-25,154.468,32.0,0.0,0.033,Monday,Work
2017-09-26,153.174,32.0,2.4,0.033,Tuesday,Work
2017-09-27,151.312,30.0,4.9,0.033,Wednesday,Work
2017-09-28,148.004,30.0,6.0,0.033,Thursday,Maha Ashtami
2017-09-29,145.462,30.0,6.1,0.033,Friday,Work
2017-09-30,140.391,30.0,10.6,0.033,Saturday,Vijaya Dashami
2017-10-01,137.993,30.0,3.1,0.036,Sunday,Work
2017-10-02,133.068,30.0,5.4,0.036,Monday,Gandhi Jayanti
2017-10-03,141.405,31.0,0.6,0.036,Tuesday,Work
2017-10-04,143.267,29.0,1.8,0.036,Wednesday,Work
2017-10-05,137.08,30.0,0.3,0.036,Thursday,Work
2017-10-06,140.606,26.0,6.2,0.036,Friday,Work
2017-10-07,142.695,29.0,3.3,0.036,Saturday,Work
2017-10-08,141.344,30.0,1.1,0.036,Sunday,Work
2017-10-09,146.343,30.0,8.9,0.036,Monday,Work
2017-10-10,144.044,30.0,3.4,0.036,Tuesday,Work
2017-10-11,141.573,30.0,4.6,0.036,Wednesday,Work
2017-10-12,143.58,31.0,2.9,0.036,Thursday,Work
2017-10-13,145.168,30.0,1.4,0.036,Friday,Work
2017-10-14,145.566,31.0,0.3,0.036,Saturday,Work
2017-10-15,144.425,31.0,0.0,0.036,Sunday,Work
2017-10-16,142.537,30.0,7.2,0.036,Monday,Work
2017-10-17,147.946,30.0,0.0,0.036,Tuesday,Work
2017-10-18,146.102,30.0,0.0,0.036,Wednesday,Work
2017-10-19,141.04,30.0,0.0,0.036,Thursday,Diwali
2017-10-20,148.311,30.0,0.0,0.036,Friday,Work
2017-10-21,152.775,30.0,0.0,0.036,Saturday,Work
2017-10-22,154.088,30.0,0.0,0.036,Sunday,Work
2017-10-23,161.587,31.0,0.0,0.036,Monday,Work
2017-10-24,164.035,30.0,0.9,0.036,Tuesday,Work
2017-10-25,165.992,29.0,3.9,0.036,Wednesday,Work
2017-10-26,164.667,28.0,0.0,0.036,Thursday,Work
2017-10-27,162.387,28.0,0.0,0.036,Friday,Work
2017-10-28,161.377,29.0,0.0,0.036,Saturday,Work
2017-10-29,161.309,28.0,0.0,0.036,Sunday,Work
2017-10-30,158.074,28.0,0.0,0.036,Monday,Work
2017-10-31,160.299,28.0,0.0,0.036,Tuesday,Work
2017-11-01,158.742,27.0,0.0,0.049,Wednesday,Work
2017-11-02,159.334,27.0,0.0,0.049,Thursday,Work
2017-11-03,160.42,27.0,0.0,0.049,Friday,Work
2017-11-04,154.878,26.0,1.6,0.049,Saturday,Work
2017-11-05,149.808,27.0,0.4,0.049,Sunday,Work
2017-11-06,149.943,28.0,0.1,0.049,Monday,Work
2017-11-07,152.56,28.0,1.1,0.049,Tuesday,Work
2017-11-08,155.057,28.0,0.0,0.049,Wednesday,Work
2017-11-09,160.027,27.0,0.0,0.049,Thursday,Work
2017-11-10,160.659,27.0,0.0,0.049,Friday,Work
2017-11-11,156.2,27.0,0.0,0.049,Saturday,Work
2017-11-12,154.032,27.0,0.0,0.049,Sunday,Work
2017-11-13,158.149,26.0,0.9,0.049,Monday,Work
2017-11-14,162.914,27.0,0.5,0.049,Tuesday,Work
2017-11-15,157.678,29.0,0.0,0.049,Wednesday,Work
2017-11-16,163.413,29.0,0.0,0.049,Thursday,Work
2017-11-17,166.02,29.0,0.3,0.049,Friday,Work
2017-11-18,167.405,28.0,0.2,0.049,Saturday,Work
2017-11-19,164.611,29.0,1.2,0.049,Sunday,Work
2017-11-20,167.228,28.0,1.7,0.049,Monday,Work
2017-11-21,167.144,28.0,0.7,0.049,Tuesday,Work
2017-11-22,169.442,28.0,0.0,0.049,Wednesday,Work
2017-11-23,170.941,29.0,0.0,0.049,Thursday,Work
2017-11-24,167.951,28.0,0.1,0.049,Friday,Work
2017-11-25,164.79,27.0,0.0,0.049,Saturday,Work
2017-11-26,159.814,26.0,0.0,0.049,Sunday,Work
2017-11-27,161.998,26.0,0.0,0.049,Monday,Work
2017-11-28,159.353,26.0,0.0,0.049,Tuesday,Work
2017-11-29,161.649,26.0,0.0,0.049,Wednesday,Work
2017-11-30,156.489,26.0,0.0,0.049,Thursday,Work
2017-12-01,152.649,26.0,0.0,0.052,Friday,Eid e Milad
2017-12-02,154.829,26.0,0.0,0.052,Saturday,Work
2017-12-03,146.442,25.0,0.0,0.052,Sunday,Work
2017-12-04,152.941,25.0,0.0,0.052,Monday,Work
2017-12-05,156.588,26.0,0.0,0.052,Tuesday,Work
2017-12-06,159.759,26.0,0.0,0.052,Wednesday,Work
2017-12-07,153.601,26.0,0.0,0.052,Thursday,Work
2017-12-08,155.592,28.0,0.0,0.052,Friday,Work
2017-12-09,155.767,28.0,0.0,0.052,Saturday,Work
2017-12-10,155.63,27.0,0.0,0.052,Sunday,Work
2017-12-11,158.798,27.0,0.0,0.052,Monday,Work
2017-12-12,160.458,27.0,0.0,0.052,Tuesday,Work
2017-12-13,167.668,27.0,0.0,0.052,Wednesday,Work
2017-12-14,164.728,27.0,0.1,0.052,Thursday,Work
2017-12-15,163.523,27.0,0.0,0.052,Friday,Work
2017-12-16,159.898,27.0,0.0,0.052,Saturday,Work
2017-12-17,155.706,26.0,0.0,0.052,Sunday,Work
2017-12-18,157.719,26.0,0.0,0.052,Monday,Work
2017-12-19,157.308,25.0,0.0,0.052,Tuesday,Work
2017-12-20,155.475,25.0,0.0,0.052,Wednesday,Work
2017-12-21,160.352,25.0,0.0,0.052,Thursday,Work
2017-12-22,159.611,26.0,0.0,0.052,Friday,Work
2017-12-23,159.725,26.0,0.0,0.052,Saturday,Work
2017-12-24,156.493,26.0,0.0,0.052,Sunday,Work
2017-12-25,157.946,26.0,0.0,0.052,Monday,Christmas Day
2017-12-26,160.649,26.0,0.0,0.052,Tuesday,Work
2017-12-27,160.422,25.0,0.0,0.052,Wednesday,Work
2017-12-28,159.427,25.0,0.0,0.052,Thursday,Work
2017-12-29,163.109,25.0,0.0,0.052,Friday,Work
2017-12-30,163.991,25.0,0.0,0.052,Saturday,Work
2017-12-31,161.495,26.0,0.0,0.052,Sunday,Work
2018-01-01,158.065,27.0,0.0,0.051,Monday,Work
2018-01-02,159.567,26.0,0.0,0.051,Tuesday,Work
2018-01-03,162.367,26.0,0.0,0.051,Wednesday,Work
2018-01-04,161.689,26.0,0.0,0.051,Thursday,Work
2018-01-05,161.544,25.0,0.0,0.051,Friday,Work
2018-01-06,161.478,25.0,0.0,0.051,Saturday,Work
2018-01-07,159.145,25.0,0.0,0.051,Sunday,Work
2018-01-08,160.318,25.0,0.0,0.051,Monday,Work
2018-01-09,161.846,26.0,0.0,0.051,Tuesday,Work
2018-01-10,162.806,26.0,0.0,0.051,Wednesday,Work
2018-01-11,163.754,27.0,0.0,0.051,Thursday,Work
2018-01-12,166.276,28.0,0.0,0.051,Friday,Work
2018-01-13,167.282,28.0,0.0,0.051,Saturday,Work
2018-01-14,162.86,28.0,0.0,0.051,Sunday,Work
2018-01-15,154.195,28.0,0.0,0.051,Monday,Makar Sankranti
2018-01-16,151.175,27.0,0.0,0.051,Tuesday,Kanuma Panduga
2018-01-17,157.51,26.0,0.0,0.051,Wednesday,Work
2018-01-18,161.682,26.0,0.0,0.051,Thursday,Work
2018-01-19,163.938,26.0,0.0,0.051,Friday,Work
2018-01-20,164.038,26.0,0.0,0.051,Saturday,Work
2018-01-21,160.432,26.0,0.0,0.051,Sunday,Work
2018-01-22,162.496,25.0,0.0,0.051,Monday,Work
2018-01-23,165.258,26.0,0.0,0.051,Tuesday,Work
2018-01-24,166.444,27.0,0.0,0.051,Wednesday,Work
2018-01-25,166.785,28.0,0.0,0.051,Thursday,Work
2018-01-26,165.116,27.0,0.0,0.051,Friday,Republic Day
2018-01-27,166.506,27.0,0.0,0.051,Saturday,Work
2018-01-28,164.158,27.0,0.0,0.051,Sunday,Work
2018-01-29,166.144,27.0,0.0,0.051,Monday,Work
2018-01-30,168.645,27.0,0.0,0.051,Tuesday,Work
2018-01-31,167.583,28.0,0.0,0.051,Wednesday,Work
2018-02-01,164.171,28.0,0.0,0.044,Thursday,Work
2018-02-02,164.94,28.0,0.0,0.044,Friday,Work
2018-02-03,165.951,27.0,0.0,0.044,Saturday,Work
2018-02-04,161.388,27.0,0.0,0.044,Sunday,Work
2018-02-05,165.328,27.0,0.0,0.044,Monday,Work
2018-02-06,166.308,28.0,0.0,0.044,Tuesday,Work
2018-02-07,167.434,29.0,0.0,0.044,Wednesday,Work
2018-02-08,166.948,30.0,0.0,0.044,Thursday,Work
2018-02-09,170.403,29.0,0.0,0.044,Friday,Work
2018-02-10,170.713,29.0,0.0,0.044,Saturday,Work
2018-02-11,168.625,28.0,0.0,0.044,Sunday,Work
2018-02-12,171.281,28.0,0.0,0.044,Monday,Work
2018-02-13,171.017,27.0,0.0,0.044,Tuesday,Maha Shivaratri
2018-02-14,168.21,28.0,0.0,0.044,Wednesday,Work
2018-02-15,170.539,28.0,0.0,0.044,Thursday,Work
2018-02-16,171.24,29.0,0.0,0.044,Friday,Work
2018-02-17,173.757,29.0,0.0,0.044,Saturday,Work
2018-02-18,172.087,28.0,0.0,0.044,Sunday,Work
2018-02-19,173.688,28.0,0.0,0.044,Monday,Work
2018-02-20,174.917,29.0,0.0,0.044,Tuesday,Work
2018-02-21,175.298,29.0,0.0,0.044,Wednesday,Work
2018-02-22,178.431,30.0,0.0,0.044,Thursday,Work
2018-02-23,178.146,29.0,0.0,0.044,Friday,Work
2018-02-24,174.014,29.0,0.0,0.044,Saturday,Work
2018-02-25,169.614,29.0,0.0,0.044,Sunday,Work
2018-02-26,171.667,31.0,0.0,0.044,Monday,Work
2018-02-27,176.134,32.0,0.0,0.044,Tuesday,Work
2018-02-28,178.342,32.0,0.0,0.044,Wednesday,Work
2018-03-01,176.221,31.0,0.0,0.043,Thursday,Work
2018-03-02,169.653,32.0,0.0,0.043,Friday,Holi
2018-03-03,174.534,32.0,0.0,0.043,Saturday,Work
2018-03-04,172.524,32.0,0.0,0.043,Sunday,Work
2018-03-05,175.103,31.0,0.0,0.043,Monday,Work
2018-03-06,177.666,31.0,0.0,0.043,Tuesday,Work
2018-03-07,177.773,31.0,0.0,0.043,Wednesday,Work
2018-03-08,178.622,31.0,0.0,0.043,Thursday,Work
2018-03-09,180.234,31.0,0.0,0.043,Friday,Work
2018-03-10,180.478,32.0,0.0,0.043,Saturday,Work
2018-03-11,175.745,31.0,0.0,0.043,Sunday,Work
2018-03-12,178.833,32.0,0.0,0.043,Monday,Work
2018-03-13,180.038,32.0,0.0,0.043,Tuesday,Work
2018-03-14,181.768,32.0,0.0,0.043,Wednesday,Work
2018-03-15,181.833,33.0,0.0,0.043,Thursday,Work
2018-03-16,179.036,30.0,0.1,0.043,Friday,Work
2018-03-17,156.37,30.0,2.2,0.043,Saturday,Work
2018-03-18,158.431,31.0,0.0,0.043,Sunday,Work
2018-03-19,163.135,32.0,0.0,0.043,Monday,Work
2018-03-20,170.757,33.0,0.0,0.043,Tuesday,Work
2018-03-21,175.654,34.0,0.0,0.043,Wednesday,Work
2018-03-22,178.843,33.0,0.0,0.043,Thursday,Work
2018-03-23,182.734,35.0,0.0,0.043,Friday,Work
2018-03-24,184.1,34.0,0.0,0.043,Saturday,Work
2018-03-25,180.23,33.0,0.0,0.043,Sunday,Work
2018-03-26,180.996,33.0,0.0,0.043,Monday,Work
2018-03-27,180.033,33.0,0.0,0.043,Tuesday,Work
2018-03-28,183.786,34.0,0.0,0.043,Wednesday,Work
2018-03-29,184.981,34.0,0.0,0.043,Thursday,Work
2018-03-30,180.104,34.0,0.0,0.043,Friday,Good Friday
2018-03-31,174.443,33.0,0.0,0.043,Saturday,Work
2018-04-01,167.208,33.0,0.0,0.046,Sunday,Work
2018-04-02,161.1,31.0,0.1,0.046,Monday,Work
2018-04-03,170.177,32.0,0.2,0.046,Tuesday,Work
2018-04-04,171.326,33.0,0.0,0.046,Wednesday,Work
2018-04-05,171.323,33.0,0.0,0.046,Thursday,Babu Jagjivan Ram Jayanti
2018-04-06,175.833,33.0,0.0,0.046,Friday,Work
2018-04-07,174.487,33.0,0.2,0.046,Saturday,Work
2018-04-08,166.747,33.0,0.2,0.046,Sunday,Work
2018-04-09,175.149,33.0,0.0,0.046,Monday,Work
2018-04-10,177.401,32.0,0.0,0.046,Tuesday,Work
2018-04-11,180.037,33.0,0.0,0.046,Wednesday,Work
2018-04-12,181.462,34.0,0.0,0.046,Thursday,Work
2018-04-13,181.353,33.0,0.0,0.046,Friday,Work
2018-04-14,181.509,34.0,0.0,0.046,Saturday,Work
2018-04-15,180.853,34.0,0.0,0.046,Sunday,Work
2018-04-16,182.728,35.0,0.0,0.046,Monday,Work
2018-04-17,183.487,35.0,0.0,0.046,Tuesday,Work
2018-04-18,182.913,36.0,0.0,0.046,Wednesday,Work
2018-04-19,181.868,36.0,0.0,0.046,Thursday,Work
2018-04-20,181.909,37.0,0.0,0.046,Friday,Work
2018-04-21,182.49,35.0,0.0,0.046,Saturday,Work
2018-04-22,179.92,36.0,0.0,0.046,Sunday,Work
2018-04-23,176.424,35.0,0.0,0.046,Monday,Work
2018-04-24,174.118,34.0,0.4,0.046,Tuesday,Work
2018-04-25,173.316,35.0,0.0,0.046,Wednesday,Work
2018-04-26,180.392,35.0,0.0,0.046,Thursday,Work
2018-04-27,180.863,35.0,0.0,0.046,Friday,Work
2018-04-28,182.864,35.0,0.0,0.046,Saturday,Work
2018-04-29,178.503,35.0,0.0,0.046,Sunday,Work
2018-04-30,181.144,36.0,0.0,0.046,Monday,Work
2018-05-01,160.527,36.0,0.0,0.049,Tuesday,Work
2018-05-02,166.018,36.0,0.0,0.049,Wednesday,Work
2018-05-03,145.036,34.0,3.6,0.049,Thursday,Work
2018-05-04,146.818,34.0,0.0,0.049,Friday,Work
2018-05-05,163.246,35.0,0.0,0.049,Saturday,Work
2018-05-06,164.749,35.0,0.0,0.049,Sunday,Work
2018-05-07,172.395,36.0,0.0,0.049,Monday,Work
2018-05-08,176.422,37.0,0.0,0.049,Tuesday,Work
2018-05-09,178.073,35.0,0.5,0.049,Wednesday,Work
2018-05-10,176.685,36.0,0.0,0.049,Thursday,Work
2018-05-11,176.599,37.0,0.0,0.049,Friday,Work
2018-05-12,172.161,36.0,0.0,0.049,Saturday,Work
2018-05-13,164.014,36.0,0.4,0.049,Sunday,Work
2018-05-14,165.773,35.0,0.0,0.049,Monday,Work
2018-05-15,165.302,35.0,0.0,0.049,Tuesday,Work
2018-05-16,174.247,35.0,0.0,0.049,Wednesday,Work
2018-05-17,177.47,35.0,0.0,0.049,Thursday,Work
2018-05-18,176.873,37.0,0.0,0.049,Friday,Work
2018-05-19,177.322,37.0,0.0,0.049,Saturday,Work
2018-05-20,171.129,36.0,0.0,0.049,Sunday,Work
2018-05-21,176.633,35.0,0.0,0.049,Monday,Work
2018-05-22,178.664,35.0,0.0,0.049,Tuesday,Work
2018-05-23,176.854,35.0,0.0,0.049,Wednesday,Work
2018-05-24,176.176,35.0,0.1,0.049,Thursday,Work
2018-05-25,178.944,35.0,0.0,0.049,Friday,Work
2018-05-26,179.475,35.0,0.0,0.049,Saturday,Work
2018-05-27,176.503,36.0,0.0,0.049,Sunday,Work
2018-05-28,182.647,35.0,0.0,0.049,Monday,Work
2018-05-29,184.305,39.0,0.0,0.049,Tuesday,Work
2018-05-30,186.296,40.0,0.0,0.049,Wednesday,Work
2018-05-31,180.184,38.0,0.5,0.049,Thursday,Work
2018-06-01,177.187,36.0,14.7,0.049,Friday,Work
2018-06-02,161.897,35.0,4.3,0.049,Saturday,Work
2018-06-03,160.236,36.0,0.0,0.049,Sunday,Work
2018-06-04,164.434,38.0,0.0,0.049,Monday,Work
2018-06-05,168.105,37.0,0.7,0.049,Tuesday,Work
2018-06-06,160.37,34.0,3.4,0.049,Wednesday,Work
2018-06-07,154.28,32.0,8.7,0.049,Thursday,Work
2018-06-08,150.67,34.0,1.0,0.049,Friday,Work
2018-06-09,149.398,33.0,1.5,0.049,Saturday,Work
2018-06-10,147.628,33.0,2.2,0.049,Sunday,Work
2018-06-11,151.901,32.0,4.8,0.049,Monday,Work
2018-06-12,151.249,34.0,1.1,0.049,Tuesday,Work
2018-06-13,157.599,36.0,0.5,0.049,Wednesday,Work
2018-06-14,168.142,37.0,0.0,0.049,Thursday,Work
2018-06-15,171.119,38.0,1.0,0.049,Friday,Work
2018-06-16,169.055,38.0,0.5,0.049,Saturday,Idul Fitr
2018-06-17,167.996,38.0,0.2,0.049,Sunday,Work
2018-06-18,171.75,38.0,0.5,0.049,Monday,Work
2018-06-19,179.693,37.0,1.2,0.049,Tuesday,Work
2018-06-20,184.537,37.0,0.2,0.049,Wednesday,Work
2018-06-21,183.207,36.0,2.8,0.049,Thursday,Work
2018-06-22,179.807,34.0,3.1,0.049,Friday,Work
2018-06-23,175.295,34.0,3.0,0.049,Saturday,Work
2018-06-24,171.88,35.0,2.4,0.049,Sunday,Work
2018-06-25,173.8,36.0,3.7,0.049,Monday,Work
2018-06-26,174.833,36.0,0.5,0.049,Tuesday,Work
2018-06-27,168.232,33.0,1.3,0.049,Wednesday,Work
2018-06-28,158.374,33.0,0.0,0.049,Thursday,Work
2018-06-29,163.89,34.0,3.0,0.049,Friday,Work
2018-06-30,161.821,35.0,0.6,0.049,Saturday,Work
2018-07-01,155.173,33.0,2.1,0.042,Sunday,Work
2018-07-02,158.426,35.0,0.0,0.042,Monday,Work
2018-07-03,150.987,35.0,4.2,0.042,Tuesday,Work
2018-07-04,158.477,35.0,0.1,0.042,Wednesday,Work
2018-07-05,162.087,36.0,0.0,0.042,Thursday,Work
2018-07-06,162.195,34.0,3.0,0.042,Friday,Work
2018-07-07,153.112,31.0,1.5,0.042,Saturday,Work
2018-07-08,146.803,29.0,4.0,0.042,Sunday,Work
2018-07-09,150.654,31.0,3.1,0.042,Monday,Work
2018-07-10,150.8,31.0,0.4,0.042,Tuesday,Work
2018-07-11,148.698,28.0,2.8,0.042,Wednesday,Work
2018-07-12,142.266,27.0,1.6,0.042,Thursday,Work
2018-07-13,147.233,28.0,0.0,0.042,Friday,Work
2018-07-14,145.894,32.0,0.0,0.042,Saturday,Work
2018-07-15,142.952,30.0,1.5,0.042,Sunday,Work
2018-07-16,144.175,31.0,0.0,0.042,Monday,Work
2018-07-17,153.074,34.0,0.0,0.042,Tuesday,Work
2018-07-18,160.548,34.0,0.0,0.042,Wednesday,Work
2018-07-19,166.686,35.0,1.1,0.042,Thursday,Work
2018-07-20,163.141,33.0,0.0,0.042,Friday,Work
2018-07-21,160.737,33.0,0.6,0.042,Saturday,Work
2018-07-22,158.763,34.0,0.0,0.042,Sunday,Work
2018-07-23,167.594,35.0,0.0,0.042,Monday,Work
2018-07-24,172.81,35.0,0.0,0.042,Tuesday,Work
2018-07-25,176.174,35.0,0.3,0.042,Wednesday,Work
2018-07-26,179.322,35.0,0.0,0.042,Thursday,Work
2018-07-27,176.662,35.0,0.3,0.042,Friday,Work
2018-07-28,175.957,35.0,0.0,0.042,Saturday,Work
2018-07-29,173.033,35.0,0.0,0.042,Sunday,Work
2018-07-30,181.674,35.0,0.0,0.042,Monday,Work
2018-07-31,182.926,34.0,0.0,0.042,Tuesday,Work
2018-08-01,181.167,35.0,1.0,0.037,Wednesday,Work
2018-08-02,176.1,34.0,0.0,0.037,Thursday,Work
2018-08-03,177.021,34.0,0.0,0.037,Friday,Work
2018-08-04,177.293,35.0,0.1,0.037,Saturday,Work
2018-08-05,174.574,34.0,0.0,0.037,Sunday,Work
2018-08-06,174.389,33.0,1.4,0.037,Monday,Work
2018-08-07,171.421,32.0,3.0,0.037,Tuesday,Work
2018-08-08,168.024,31.0,1.9,0.037,Wednesday,Work
2018-08-09,170.46,33.0,0.9,0.037,Thursday,Work
2018-08-10,170.383,32.0,2.1,0.037,Friday,Work
2018-08-11,153.172,29.0,5.4,0.037,Saturday,Work
2018-08-12,150.273,27.0,2.5,0.037,Sunday,Work
2018-08-13,151.961,29.0,9.3,0.037,Monday,Work
2018-08-14,151.685,27.0,13.9,0.037,Tuesday,Work
2018-08-15,144.586,26.0,10.8,0.037,Wednesday,Independence Day
2018-08-16,146.35,30.0,1.4,0.037,Thursday,Work
2018-08-17,154.305,32.0,0.0,0.037,Friday,Work
2018-08-18,156.907,31.0,3.6,0.037,Saturday,Work
2018-08-19,152.42,26.0,20.0,0.037,Sunday,Work
2018-08-20,153.186,26.0,16.4,0.037,Monday,Work
2018-08-21,158.967,32.0,0.1,0.037,Tuesday,Work
2018-08-22,169.428,33.0,0.0,0.037,Wednesday,Idul Fitr
2018-08-23,177.195,33.0,0.0,0.037,Thursday,Work
2018-08-24,176.79,33.0,0.0,0.037,Friday,Work
2018-08-25,174.169,31.0,5.0,0.037,Saturday,Work
2018-08-26,170.679,31.0,0.0,0.037,Sunday,Work
2018-08-27,168.895,30.0,3.8,0.037,Monday,Work
2018-08-28,169.291,30.0,5.9,0.037,Tuesday,Work
2018-08-29,172.939,31.0,2.2,0.037,Wednesday,Work
2018-08-30,179.583,33.0,0.0,0.037,Thursday,Work
2018-08-31,179.816,32.0,0.0,0.037,Friday,Work
2018-09-01,177.431,31.0,3.4,0.037,Saturday,Work
2018-09-02,177.982,32.0,0.6,0.037,Sunday,Work
2018-09-03,184.249,33.0,0.0,0.037,Monday,Janmashtami
2018-09-04,186.78,33.0,0.0,0.037,Tuesday,Work
2018-09-05,187.788,32.0,0.4,0.037,Wednesday,Work
2018-09-06,186.915,32.0,0.0,0.037,Thursday,Work
2018-09-07,187.7,31.0,2.8,0.037,Friday,Work
2018-09-08,184.193,33.0,0.2,0.037,Saturday,Work
2018-09-09,190.198,33.0,0.2,0.037,Sunday,Work
2018-09-10,192.933,33.0,0.1,0.037,Monday,Work
2018-09-11,190.225,33.0,2.3,0.037,Tuesday,Work
2018-09-12,181.784,33.0,4.2,0.037,Wednesday,Work
2018-09-13,178.148,32.0,0.8,0.037,Thursday,Ganesh Chaturthi
2018-09-14,180.624,32.0,5.9,0.037,Friday,Work
2018-09-15,181.464,33.0,0.5,0.037,Saturday,Work
2018-09-16,172.261,31.0,1.9,0.037,Sunday,Work
2018-09-17,160.167,30.0,5.9,0.037,Monday,Work
2018-09-18,158.01,30.0,3.1,0.037,Tuesday,Work
2018-09-19,160.452,31.0,1.0,0.037,Wednesday,Work
2018-09-20,161.314,29.0,2.0,0.037,Thursday,Work
2018-09-21,152.844,30.0,3.3,0.037,Friday,Muharram
2018-09-22,155.897,30.0,0.5,0.037,Saturday,Work
2018-09-23,167.326,31.0,0.1,0.037,Sunday,Work
2018-09-24,173.341,30.0,1.7,0.037,Monday,Work
2018-09-25,175.828,31.0,1.1,0.037,Tuesday,Work
2018-09-26,170.085,30.0,5.3,0.037,Wednesday,Work
2018-09-27,168.685,30.0,1.9,0.037,Thursday,Work
2018-09-28,174.519,30.0,1.9,0.037,Friday,Work
2018-09-29,179.261,31.0,0.0,0.037,Saturday,Work
2018-09-30,181.876,31.0,0.4,0.037,Sunday,Work
2018-10-01,184.444,31.0,0.6,0.034,Monday,Work
2018-10-02,183.849,30.0,0.3,0.034,Tuesday,Gandhi Jayanti
2018-10-03,187.223,31.0,0.2,0.034,Wednesday,Work
2018-10-04,183.091,30.0,0.0,0.034,Thursday,Work
2018-10-05,176.176,29.0,2.9,0.034,Friday,Work
2018-10-06,177.845,30.0,0.0,0.034,Saturday,Work
2018-10-07,181.201,30.0,0.0,0.034,Sunday,Work
2018-10-08,186.708,30.0,0.0,0.034,Monday,Work
2018-10-09,187.208,30.0,0.0,0.034,Tuesday,Work
2018-10-10,181.195,29.0,0.0,0.034,Wednesday,Work
2018-10-11,181.612,30.0,0.0,0.034,Thursday,Work
2018-10-12,187.014,31.0,0.4,0.034,Friday,Work
2018-10-13,186.117,30.0,1.6,0.034,Saturday,Work
2018-10-14,187.448,30.0,2.7,0.034,Sunday,Work
2018-10-15,186.937,30.0,4.7,0.034,Monday,Work
2018-10-16,181.862,29.0,13.6,0.034,Tuesday,Work
2018-10-17,176.245,28.0,10.5,0.034,Wednesday,Maha Ashtami
2018-10-18,163.378,28.0,1.4,0.034,Thursday,Vijaya Dashami
2018-10-19,163.548,28.0,0.0,0.034,Friday,Work
2018-10-20,169.033,28.0,0.0,0.034,Saturday,Work
2018-10-21,173.111,29.0,0.0,0.034,Sunday,Work
2018-10-22,181.241,29.0,0.0,0.034,Monday,Work
2018-10-23,182.744,29.0,0.0,0.034,Tuesday,Work
2018-10-24,187.366,29.0,0.0,0.034,Wednesday,Work
2018-10-25,189.719,29.0,0.3,0.034,Thursday,Work
2018-10-26,187.374,28.0,0.0,0.034,Friday,Work
2018-10-27,184.272,28.0,0.0,0.034,Saturday,Work
2018-10-28,179.72,27.0,0.0,0.034,Sunday,Work
2018-10-29,182.923,27.0,0.0,0.034,Monday,Work
2018-10-30,183.529,28.0,0.1,0.034,Tuesday,Work
2018-10-31,189.186,28.0,1.0,0.034,Wednesday,Work
