,Date,Energy Required (MU),temp,rain
663,2016-11-21,153.044,25.0,0.0
664,2016-11-22,152.812,25.0,0.0
665,2016-11-23,153.038,26.0,0.0
666,2016-11-24,152.1,25.0,0.0
667,2016-11-25,153.281,25.0,0.0
668,2016-11-26,151.727,25.0,0.0
669,2016-11-27,148.755,26.0,0.0
670,2016-11-28,151.709,25.0,0.0
671,2016-11-29,152.487,26.0,0.0
672,2016-11-30,151.033,25.0,0.0
673,2016-12-01,146.346,27.0,0.0
674,2016-12-02,139.994,27.0,1.1
675,2016-12-03,138.282,28.0,0.3
676,2016-12-04,136.441,28.0,0.3
677,2016-12-05,138.053,27.0,0.1
678,2016-12-06,138.857,25.0,0.0
679,2016-12-07,138.236,25.0,0.0
680,2016-12-08,140.825,25.0,0.0
681,2016-12-09,139.567,24.0,0.0
682,2016-12-10,138.241,25.0,0.0
683,2016-12-11,133.805,26.0,0.0
684,2016-12-12,122.284,27.0,1.3
685,2016-12-13,117.194,27.0,2.4
686,2016-12-14,125.75,26.0,3.3
687,2016-12-15,132.44,27.0,0.0
688,2016-12-16,133.105,27.0,0.1
689,2016-12-17,133.952,27.0,0.0
690,2016-12-18,131.718,25.0,0.0
691,2016-12-19,135.225,25.0,0.0
692,2016-12-20,138.281,24.0,0.0
693,2016-12-21,140.844,24.0,0.0
694,2016-12-22,139.856,24.0,0.0
695,2016-12-23,141.584,24.0,0.0
696,2016-12-24,141.419,25.0,0.0
697,2016-12-25,138.651,25.0,0.0
698,2016-12-26,142.215,25.0,0.0
699,2016-12-27,145.586,26.0,0.0
700,2016-12-28,147.613,26.0,0.0
701,2016-12-29,145.281,26.0,0.0
702,2016-12-30,145.295,25.0,0.1
703,2016-12-31,148.037,26.0,0.0
704,2017-01-01,139.852,26.0,0.0
705,2017-01-02,144.05,26.0,0.0
706,2017-01-03,147.658,26.0,0.0
707,2017-01-04,150.169,26.0,0.0
708,2017-01-05,149.811,25.0,0.0
709,2017-01-06,149.702,26.0,0.0
710,2017-01-07,148.871,26.0,0.0
711,2017-01-08,147.117,26.0,0.0
712,2017-01-09,149.127,26.0,0.0
713,2017-01-10,150.803,27.0,0.0
714,2017-01-11,152.121,27.0,0.2
715,2017-01-12,152.433,26.0,0.1
716,2017-01-13,148.5,26.0,0.2
717,2017-01-14,138.936,26.0,0.0
718,2017-01-15,131.577,26.0,0.0
719,2017-01-16,138.504,26.0,0.0
720,2017-01-17,142.048,26.0,0.0
721,2017-01-18,144.107,26.0,0.0
722,2017-01-19,146.446,26.0,0.0
723,2017-01-20,148.074,27.0,0.0
724,2017-01-21,147.936,28.0,0.0
725,2017-01-22,144.166,28.0,0.0
726,2017-01-23,146.248,28.0,0.0
727,2017-01-24,147.617,27.0,0.0
728,2017-01-25,151.171,27.0,0.0
729,2017-01-26,147.176,26.0,0.1
730,2017-01-27,145.948,28.0,0.0
731,2017-01-28,146.385,28.0,0.0
732,2017-01-29,146.638,28.0,0.0
733,2017-01-30,151.666,28.0,0.0
734,2017-01-31,154.684,27.0,0.0
735,2017-02-01,153.954,27.0,0.0
736,2017-02-02,154.397,27.0,0.0
737,2017-02-03,155.223,28.0,0.0
738,2017-02-04,156.757,28.0,0.0
739,2017-02-05,154.942,27.0,0.0
740,2017-02-06,155.938,28.0,0.0
741,2017-02-07,157.711,29.0,0.0
742,2017-02-08,159.243,29.0,0.0
743,2017-02-09,157.85,28.0,0.0
744,2017-02-10,157.953,27.0,0.0
745,2017-02-11,154.037,27.0,0.0
746,2017-02-12,153.527,27.0,0.0
747,2017-02-13,155.537,27.0,0.0
748,2017-02-14,157.862,28.0,0.0
749,2017-02-15,158.142,28.0,0.0
750,2017-02-16,157.556,28.0,0.0
751,2017-02-17,156.471,28.0,0.0
752,2017-02-18,157.015,29.0,0.0
753,2017-02-19,156.648,31.0,0.0
754,2017-02-20,159.007,32.0,0.0
755,2017-02-21,160.319,31.0,0.0
756,2017-02-22,162.28,30.0,0.0
757,2017-02-23,165.04,30.0,0.0
758,2017-02-24,164.277,31.0,0.0
759,2017-02-25,164.2,30.0,0.0
760,2017-02-26,160.442,30.0,0.0
761,2017-02-27,162.555,29.0,0.0
762,2017-02-28,161.351,30.0,0.0
763,2017-03-01,161.415,30.0,0.0
764,2017-03-02,161.402,30.0,0.0
765,2017-03-03,160.988,29.0,0.0
766,2017-03-04,162.481,30.0,0.0
767,2017-03-05,160.804,31.0,0.0
768,2017-03-06,165.74,30.0,0.0
769,2017-03-07,164.106,31.0,0.5
770,2017-03-08,162.252,31.0,0.3
771,2017-03-09,161.4,31.0,0.3
772,2017-03-10,160.225,31.0,4.3
773,2017-03-11,156.915,33.0,0.0
774,2017-03-14,161.175,31.0,0.2
775,2017-03-15,162.137,30.0,0.6
776,2017-03-16,162.762,31.0,0.0
777,2017-03-17,163.713,32.0,0.0
778,2017-03-18,164.685,32.0,0.0
779,2017-03-19,157.444,32.0,0.0
780,2017-03-20,161.901,33.0,0.0
781,2017-03-21,165.116,32.0,0.0
782,2017-03-22,166.126,32.0,0.0
783,2017-03-23,165.12,32.0,0.0
784,2017-03-24,166.806,32.0,0.0
785,2017-03-25,165.162,33.0,0.0
786,2017-03-26,163.847,32.0,0.0
787,2017-03-27,164.944,32.0,0.0
788,2017-03-28,167.133,32.0,0.0
789,2017-03-29,165.784,33.0,0.0
790,2017-03-30,164.479,33.0,0.0
791,2017-03-31,166.886,33.0,0.0
792,2017-04-01,165.237,34.0,0.0
793,2017-04-02,158.91,34.0,0.0
794,2017-04-03,160.83,34.0,0.0
795,2017-04-06,164.178,34.0,0.0
796,2017-04-07,165.675,36.0,0.0
797,2017-04-08,165.471,35.0,0.0
798,2017-04-09,165.682,34.0,0.0
799,2017-04-10,166.261,35.0,0.0
800,2017-04-11,168.794,35.0,0.0
801,2017-04-14,165.767,33.0,0.1
802,2017-04-16,163.614,36.0,0.0
803,2017-04-18,170.24,36.0,0.0
804,2017-04-21,163.913,37.0,0.0
805,2017-04-22,165.738,38.0,0.0
806,2017-04-26,170.019,37.0,0.0
807,2017-04-27,169.756,36.0,0.0
808,2017-04-30,157.015,37.0,0.3
809,2017-05-01,147.112,34.0,5.8
810,2017-05-02,155.126,34.0,0.0
811,2017-05-03,162.271,34.0,0.0
812,2017-05-04,165.257,34.0,0.0
813,2017-05-05,167.542,35.0,0.0
814,2017-05-06,166.746,35.0,0.0
815,2017-05-07,153.05,35.0,0.0
816,2017-05-08,156.378,38.0,0.0
817,2017-05-09,162.374,36.0,0.0
818,2017-05-10,154.057,36.0,0.4
819,2017-05-11,161.278,35.0,0.0
820,2017-05-12,165.027,34.0,0.0
821,2017-05-13,163.849,36.0,0.0
822,2017-05-14,162.914,38.0,0.1
823,2017-05-15,168.756,40.0,0.0
824,2017-05-16,175.998,42.0,0.2
825,2017-05-17,174.171,43.0,0.0
826,2017-05-18,172.471,42.0,0.0
827,2017-05-19,173.047,41.0,0.6
828,2017-05-20,171.461,41.0,0.0
829,2017-05-21,166.228,40.0,0.1
830,2017-05-22,168.623,40.0,0.1
831,2017-05-23,170.641,40.0,0.0
832,2017-05-24,171.958,39.0,0.0
833,2017-05-25,175.04,38.0,0.0
834,2017-05-26,169.017,40.0,0.1
835,2017-05-27,149.289,37.0,1.6
836,2017-05-28,153.94,39.0,0.6
837,2017-05-29,160.408,40.0,1.4
838,2017-05-30,167.048,39.0,0.1
839,2017-05-31,172.427,39.0,0.3
840,2017-06-01,168.964,38.0,0.0
841,2017-06-02,171.089,37.0,0.0
842,2017-06-03,171.409,38.0,0.0
843,2017-06-04,162.437,38.0,0.3
844,2017-06-05,162.116,40.0,0.9
845,2017-06-06,151.796,38.0,3.3
846,2017-06-07,137.526,34.0,4.0
847,2017-06-08,133.978,30.0,5.8
848,2017-06-09,141.76,34.0,0.0
849,2017-06-10,143.92,34.0,0.6
850,2017-06-11,145.85,33.0,0.0
851,2017-06-12,150.931,33.0,4.3
852,2017-06-13,155.528,33.0,7.8
853,2017-06-14,152.812,33.0,8.6
854,2017-06-15,148.422,28.0,17.2
855,2017-06-16,137.202,28.0,3.1
856,2017-06-17,143.641,32.0,6.1
857,2017-06-18,145.637,33.0,10.7
858,2017-06-19,143.758,33.0,0.1
859,2017-06-20,145.47,33.0,3.8
860,2017-06-21,146.023,35.0,0.7
861,2017-06-22,151.526,35.0,0.1
862,2017-06-23,149.628,34.0,2.4
863,2017-06-24,140.074,34.0,3.1
864,2017-06-25,131.534,33.0,1.4
865,2017-06-26,134.174,31.0,1.4
866,2017-06-27,138.05,32.0,2.4
867,2017-06-28,142.256,29.0,1.6
868,2017-06-29,146.025,34.0,0.0
869,2017-06-30,150.057,34.0,0.0
870,2017-07-01,145.53,33.0,0.2
871,2017-07-02,144.737,34.0,0.1
872,2017-07-03,148.866,35.0,0.1
873,2017-07-04,150.579,35.0,0.0
874,2017-07-05,158.899,36.0,0.2
875,2017-07-06,158.473,34.0,0.9
876,2017-07-07,153.339,34.0,9.2
877,2017-07-08,147.822,32.0,2.2
878,2017-07-09,152.125,34.0,1.5
879,2017-07-10,154.066,35.0,0.1
880,2017-07-11,153.668,34.0,0.2
881,2017-07-12,146.24,34.0,0.0
882,2017-07-13,145.329,34.0,0.4
883,2017-07-14,139.744,31.0,1.7
884,2017-07-15,141.917,32.0,0.0
885,2017-07-16,136.157,32.0,0.4
886,2017-07-17,135.947,31.0,0.4
887,2017-07-18,145.637,26.0,9.6
888,2017-07-19,133.271,31.0,3.6
889,2017-07-20,139.358,34.0,0.0
890,2017-07-21,154.645,35.0,0.0
891,2017-07-22,159.351,36.0,0.0
892,2017-07-23,162.207,36.0,0.0
893,2017-07-24,164.98,35.0,0.0
894,2017-07-25,164.762,36.0,0.0
895,2017-07-26,167.084,36.0,0.0
896,2017-07-27,169.981,36.0,0.0
897,2017-07-28,166.719,35.0,0.0
898,2017-07-29,163.439,35.0,0.0
899,2017-07-30,162.367,35.0,0.0
900,2017-07-31,162.379,36.0,0.2
901,2017-08-01,159.156,36.0,0.0
902,2017-08-02,155.851,36.0,0.2
903,2017-08-03,160.35,36.0,0.0
904,2017-08-04,165.067,35.0,0.3
905,2017-08-05,156.003,34.0,5.0
906,2017-08-06,158.268,35.0,1.0
907,2017-08-07,162.67,35.0,3.3
908,2017-08-08,154.644,31.0,18.1
909,2017-08-09,155.743,31.0,3.0
910,2017-08-10,152.882,33.0,0.0
911,2017-08-11,153.605,33.0,1.0
912,2017-08-12,147.538,33.0,0.0
913,2017-08-13,145.486,32.0,0.0
914,2017-08-14,150.388,33.0,0.0
915,2017-08-15,154.251,34.0,0.0
916,2017-08-16,156.912,34.0,0.5
917,2017-08-17,149.553,32.0,0.4
918,2017-08-18,144.433,27.0,12.9
919,2017-08-19,139.967,26.0,16.4
920,2017-08-20,136.54,30.0,0.1
921,2017-08-21,146.014,32.0,0.0
922,2017-08-22,150.089,33.0,0.0
923,2017-08-23,151.416,34.0,0.5
924,2017-08-24,146.666,33.0,0.3
925,2017-08-25,135.97,28.0,4.2
926,2017-08-26,137.486,32.0,0.8
927,2017-08-27,136.934,30.0,10.5
928,2017-08-28,137.845,28.0,7.0
929,2017-08-29,134.243,31.0,0.8
930,2017-08-30,150.054,33.0,0.0
931,2017-08-31,153.084,33.0,0.0
932,2017-09-01,154.109,33.0,0.0
933,2017-09-02,154.469,33.0,0.0
934,2017-09-03,149.878,34.0,1.9
935,2017-09-04,150.827,34.0,0.4
936,2017-09-05,148.988,33.0,2.2
937,2017-09-06,147.38,33.0,0.1
938,2017-09-07,145.934,32.0,4.7
939,2017-09-08,146.789,32.0,1.1
940,2017-09-09,146.818,32.0,2.2
941,2017-09-10,148.375,32.0,0.3
942,2017-09-11,154.271,31.0,0.8
943,2017-09-12,154.293,32.0,0.0
944,2017-09-13,158.303,32.0,0.0
945,2017-09-14,157.968,32.0,0.5
946,2017-09-15,150.708,32.0,4.3
947,2017-09-16,150.693,32.0,0.0
948,2017-09-17,138.945,30.0,1.0
949,2017-09-18,143.894,30.0,0.0
950,2017-09-19,152.975,32.0,0.3
951,2017-09-20,157.184,32.0,0.0
952,2017-09-21,162.69,33.0,0.0
953,2017-09-22,160.774,32.0,0.0
954,2017-09-23,168.237,32.0,2.8
955,2017-09-24,162.589,33.0,0.0
956,2017-09-25,154.468,32.0,0.0
957,2017-09-26,153.174,32.0,2.4
958,2017-09-27,151.312,30.0,4.9
959,2017-09-28,148.004,30.0,6.0
960,2017-09-29,145.462,30.0,6.1
961,2017-09-30,140.391,30.0,10.6
962,2017-10-01,137.993,30.0,3.1
963,2017-10-02,133.068,30.0,5.4
964,2017-10-03,141.405,31.0,0.6
965,2017-10-04,143.267,29.0,1.8
966,2017-10-05,137.08,30.0,0.3
967,2017-10-06,140.606,26.0,6.2
968,2017-10-07,142.695,29.0,3.3
969,2017-10-08,141.344,30.0,1.1
970,2017-10-09,146.343,30.0,8.9
971,2017-10-10,144.044,30.0,3.4
972,2017-10-11,141.573,30.0,4.6
973,2017-10-12,143.58,31.0,2.9
974,2017-10-13,145.168,30.0,1.4
975,2017-10-14,145.566,31.0,0.3
976,2017-10-15,144.425,31.0,0.0
977,2017-10-16,142.537,30.0,7.2
978,2017-10-17,147.946,30.0,0.0
979,2017-10-18,146.102,30.0,0.0
980,2017-10-19,141.04,30.0,0.0
981,2017-10-20,148.311,30.0,0.0
982,2017-10-21,152.775,30.0,0.0
983,2017-10-22,154.088,30.0,0.0
984,2017-10-23,161.587,31.0,0.0
985,2017-10-24,164.035,30.0,0.9
986,2017-10-25,165.992,29.0,3.9
987,2017-10-26,164.667,28.0,0.0
988,2017-10-27,162.387,28.0,0.0
989,2017-10-28,161.377,29.0,0.0
990,2017-10-29,161.309,28.0,0.0
991,2017-10-30,158.074,28.0,0.0
992,2017-10-31,160.299,28.0,0.0
993,2017-11-01,158.742,27.0,0.0
994,2017-11-02,159.334,27.0,0.0
995,2017-11-03,160.42,27.0,0.0
996,2017-11-04,154.878,26.0,1.6
997,2017-11-05,149.808,27.0,0.4
998,2017-11-06,149.943,28.0,0.1
999,2017-11-07,152.56,28.0,1.1
1000,2017-11-08,155.057,28.0,0.0
1001,2017-11-09,160.027,27.0,0.0
1002,2017-11-10,160.659,27.0,0.0
1003,2017-11-11,156.2,27.0,0.0
1004,2017-11-12,154.032,27.0,0.0
1005,2017-11-13,158.149,26.0,0.9
1006,2017-11-14,162.914,27.0,0.5
1007,2017-11-15,157.678,29.0,0.0
1008,2017-11-16,163.413,29.0,0.0
1009,2017-11-17,166.02,29.0,0.3
1010,2017-11-18,167.405,28.0,0.2
1011,2017-11-19,164.611,29.0,1.2
1012,2017-11-20,167.228,28.0,1.7
1013,2017-11-21,167.144,28.0,0.7
1014,2017-11-22,169.442,28.0,0.0
1015,2017-11-23,170.941,29.0,0.0
1016,2017-11-24,167.951,28.0,0.1
1017,2017-11-25,164.79,27.0,0.0
1018,2017-11-26,159.814,26.0,0.0
1019,2017-11-27,161.998,26.0,0.0
1020,2017-11-28,159.353,26.0,0.0
1021,2017-11-29,161.649,26.0,0.0
1022,2017-11-30,156.489,26.0,0.0
1023,2017-12-01,152.649,26.0,0.0
1024,2017-12-02,154.829,26.0,0.0
1025,2017-12-03,146.442,25.0,0.0
1026,2017-12-04,152.941,25.0,0.0
1027,2017-12-05,156.588,26.0,0.0
1028,2017-12-06,159.759,26.0,0.0
1029,2017-12-07,153.601,26.0,0.0
1030,2017-12-08,155.592,28.0,0.0
1031,2017-12-09,155.767,28.0,0.0
1032,2017-12-10,155.63,27.0,0.0
1033,2017-12-11,158.798,27.0,0.0
1034,2017-12-12,160.458,27.0,0.0
1035,2017-12-13,167.668,27.0,0.0
1036,2017-12-14,164.728,27.0,0.1
1037,2017-12-15,163.523,27.0,0.0
1038,2017-12-16,159.898,27.0,0.0
1039,2017-12-17,155.706,26.0,0.0
1040,2017-12-18,157.719,26.0,0.0
1041,2017-12-19,157.308,25.0,0.0
1042,2017-12-20,155.475,25.0,0.0
1043,2017-12-21,160.352,25.0,0.0
1044,2017-12-22,159.611,26.0,0.0
1045,2017-12-23,159.725,26.0,0.0
1046,2017-12-24,156.493,26.0,0.0
1047,2017-12-25,157.946,26.0,0.0
1048,2017-12-26,160.649,26.0,0.0
1049,2017-12-27,160.422,25.0,0.0
1050,2017-12-28,159.427,25.0,0.0
1051,2017-12-29,163.109,25.0,0.0
1052,2017-12-30,163.991,25.0,0.0
1053,2017-12-31,161.495,26.0,0.0
1054,2018-01-01,158.065,27.0,0.0
1055,2018-01-02,159.567,26.0,0.0
1056,2018-01-03,162.367,26.0,0.0
1057,2018-01-04,161.689,26.0,0.0
1058,2018-01-05,161.544,25.0,0.0
1059,2018-01-06,161.478,25.0,0.0
1060,2018-01-07,159.145,25.0,0.0
1061,2018-01-08,160.318,25.0,0.0
1062,2018-01-09,161.846,26.0,0.0
1063,2018-01-10,162.806,26.0,0.0
1064,2018-01-11,163.754,27.0,0.0
1065,2018-01-12,166.276,28.0,0.0
1066,2018-01-13,167.282,28.0,0.0
1067,2018-01-14,162.86,28.0,0.0
1068,2018-01-15,154.195,28.0,0.0
1069,2018-01-16,151.175,27.0,0.0
1070,2018-01-17,157.51,26.0,0.0
1071,2018-01-18,161.682,26.0,0.0
1072,2018-01-19,163.938,26.0,0.0
1073,2018-01-20,164.038,26.0,0.0
1074,2018-01-21,160.432,26.0,0.0
1075,2018-01-22,162.496,25.0,0.0
1076,2018-01-23,165.258,26.0,0.0
1077,2018-01-24,166.444,27.0,0.0
1078,2018-01-25,166.785,28.0,0.0
1079,2018-01-26,165.116,27.0,0.0
1080,2018-01-27,166.506,27.0,0.0
1081,2018-01-28,164.158,27.0,0.0
1082,2018-01-29,166.144,27.0,0.0
1083,2018-01-30,168.645,27.0,0.0
1084,2018-01-31,167.583,28.0,0.0
1085,2018-02-01,164.171,28.0,0.0
1086,2018-02-02,164.94,28.0,0.0
1087,2018-02-03,165.951,27.0,0.0
1088,2018-02-04,161.388,27.0,0.0
1089,2018-02-05,165.328,27.0,0.0
1090,2018-02-06,166.308,28.0,0.0
1091,2018-02-07,167.434,29.0,0.0
1092,2018-02-08,166.948,30.0,0.0
1093,2018-02-09,170.403,29.0,0.0
1094,2018-02-10,170.713,29.0,0.0
1095,2018-02-11,168.625,28.0,0.0
1096,2018-02-12,171.281,28.0,0.0
1097,2018-02-13,171.017,27.0,0.0
1098,2018-02-14,168.21,28.0,0.0
1099,2018-02-15,170.539,28.0,0.0
1100,2018-02-16,171.24,29.0,0.0
1101,2018-02-17,173.757,29.0,0.0
1102,2018-02-18,172.087,28.0,0.0
1103,2018-02-19,173.688,28.0,0.0
1104,2018-02-20,174.917,29.0,0.0
1105,2018-02-21,175.298,29.0,0.0
1106,2018-02-22,178.431,30.0,0.0
1107,2018-02-23,178.146,29.0,0.0
1108,2018-02-24,174.014,29.0,0.0
1109,2018-02-25,169.614,29.0,0.0
1110,2018-02-26,171.667,31.0,0.0
1111,2018-02-27,176.134,32.0,0.0
1112,2018-02-28,178.342,32.0,0.0
1113,2018-03-01,176.221,31.0,0.0
1114,2018-03-02,169.653,32.0,0.0
1115,2018-03-03,174.534,32.0,0.0
1116,2018-03-04,172.524,32.0,0.0
1117,2018-03-05,175.103,31.0,0.0
1118,2018-03-06,177.666,31.0,0.0
1119,2018-03-07,177.773,31.0,0.0
1120,2018-03-08,178.622,31.0,0.0
1121,2018-03-09,180.234,31.0,0.0
1122,2018-03-10,180.478,32.0,0.0
1123,2018-03-11,175.745,31.0,0.0
1124,2018-03-12,178.833,32.0,0.0
1125,2018-03-13,180.038,32.0,0.0
1126,2018-03-14,181.768,32.0,0.0
1127,2018-03-15,181.833,33.0,0.0
1128,2018-03-16,179.036,30.0,0.1
1129,2018-03-17,156.37,30.0,2.2
1130,2018-03-18,158.431,31.0,0.0
1131,2018-03-19,163.135,32.0,0.0
1132,2018-03-20,170.757,33.0,0.0
1133,2018-03-21,175.654,34.0,0.0
1134,2018-03-22,178.843,33.0,0.0
1135,2018-03-23,182.734,35.0,0.0
1136,2018-03-24,184.1,34.0,0.0
1137,2018-03-25,180.23,33.0,0.0
1138,2018-03-26,180.996,33.0,0.0
1139,2018-03-27,180.033,33.0,0.0
1140,2018-03-28,183.786,34.0,0.0
1141,2018-03-29,184.981,34.0,0.0
1142,2018-03-30,180.104,34.0,0.0
1143,2018-03-31,174.443,33.0,0.0
1144,2018-04-01,167.208,33.0,0.0
1145,2018-04-02,161.1,31.0,0.1
1146,2018-04-03,170.177,32.0,0.2
1147,2018-04-04,171.326,33.0,0.0
1148,2018-04-05,171.323,33.0,0.0
1149,2018-04-06,175.833,33.0,0.0
1150,2018-04-07,174.487,33.0,0.2
1151,2018-04-08,166.747,33.0,0.2
1152,2018-04-09,175.149,33.0,0.0
1153,2018-04-10,177.401,32.0,0.0
1154,2018-04-11,180.037,33.0,0.0
1155,2018-04-12,181.462,34.0,0.0
1156,2018-04-13,181.353,33.0,0.0
1157,2018-04-14,181.509,34.0,0.0
1158,2018-04-15,180.853,34.0,0.0
1159,2018-04-16,182.728,35.0,0.0
1160,2018-04-17,183.487,35.0,0.0
1161,2018-04-18,182.913,36.0,0.0
1162,2018-04-19,181.868,36.0,0.0
1163,2018-04-20,181.909,37.0,0.0
1164,2018-04-21,182.49,35.0,0.0
1165,2018-04-22,179.92,36.0,0.0
1166,2018-04-23,176.424,35.0,0.0
1167,2018-04-24,174.118,34.0,0.4
1168,2018-04-25,173.316,35.0,0.0
1169,2018-04-26,180.392,35.0,0.0
1170,2018-04-27,180.863,35.0,0.0
1171,2018-04-28,182.864,35.0,0.0
1172,2018-04-29,178.503,35.0,0.0
1173,2018-04-30,181.144,36.0,0.0
1174,2018-05-01,160.527,36.0,0.0
1175,2018-05-02,166.018,36.0,0.0
1176,2018-05-03,145.036,34.0,3.6
1177,2018-05-04,146.818,34.0,0.0
1178,2018-05-05,163.246,35.0,0.0
1179,2018-05-06,164.749,35.0,0.0
1180,2018-05-07,172.395,36.0,0.0
1181,2018-05-08,176.422,37.0,0.0
1182,2018-05-09,178.073,35.0,0.5
1183,2018-05-10,176.685,36.0,0.0
1184,2018-05-11,176.599,37.0,0.0
1185,2018-05-12,172.161,36.0,0.0
1186,2018-05-13,164.014,36.0,0.4
1187,2018-05-14,165.773,35.0,0.0
1188,2018-05-15,165.302,35.0,0.0
1189,2018-05-16,174.247,35.0,0.0
1190,2018-05-17,177.47,35.0,0.0
1191,2018-05-18,176.873,37.0,0.0
1192,2018-05-19,177.322,37.0,0.0
1193,2018-05-20,171.129,36.0,0.0
1194,2018-05-21,176.633,35.0,0.0
1195,2018-05-22,178.664,35.0,0.0
1196,2018-05-23,176.854,35.0,0.0
1197,2018-05-24,176.176,35.0,0.1
1198,2018-05-25,178.944,35.0,0.0
1199,2018-05-26,179.475,35.0,0.0
1200,2018-05-27,176.503,36.0,0.0
1201,2018-05-28,182.647,35.0,0.0
1202,2018-05-29,184.305,39.0,0.0
1203,2018-05-30,186.296,40.0,0.0
1204,2018-05-31,180.184,38.0,0.5
1205,2018-06-01,177.187,36.0,14.7
1206,2018-06-02,161.897,35.0,4.3
1207,2018-06-03,160.236,36.0,0.0
1208,2018-06-04,164.434,38.0,0.0
1209,2018-06-05,168.105,37.0,0.7
1210,2018-06-06,160.37,34.0,3.4
1211,2018-06-07,154.28,32.0,8.7
1212,2018-06-08,150.67,34.0,1.0
1213,2018-06-09,149.398,33.0,1.5
1214,2018-06-10,147.628,33.0,2.2
1215,2018-06-11,151.901,32.0,4.8
1216,2018-06-12,151.249,34.0,1.1
1217,2018-06-13,157.599,36.0,0.5
1218,2018-06-14,168.142,37.0,0.0
1219,2018-06-15,171.119,38.0,1.0
1220,2018-06-16,169.055,38.0,0.5
1221,2018-06-17,167.996,38.0,0.2
1222,2018-06-18,171.75,38.0,0.5
1223,2018-06-19,179.693,37.0,1.2
1224,2018-06-20,184.537,37.0,0.2
1225,2018-06-21,183.207,36.0,2.8
1226,2018-06-22,179.807,34.0,3.1
1227,2018-06-23,175.295,34.0,3.0
1228,2018-06-24,171.88,35.0,2.4
1229,2018-06-25,173.8,36.0,3.7
1230,2018-06-26,174.833,36.0,0.5
1231,2018-06-27,168.232,33.0,1.3
1232,2018-06-28,158.374,33.0,0.0
1233,2018-06-29,163.89,34.0,3.0
1234,2018-06-30,161.821,35.0,0.6
1235,2018-07-01,155.173,33.0,2.1
1236,2018-07-02,158.426,35.0,0.0
1237,2018-07-03,150.987,35.0,4.2
1238,2018-07-04,158.477,35.0,0.1
1239,2018-07-05,162.087,36.0,0.0
1240,2018-07-06,162.195,34.0,3.0
1241,2018-07-07,153.112,31.0,1.5
1242,2018-07-08,146.803,29.0,4.0
1243,2018-07-09,150.654,31.0,3.1
1244,2018-07-10,150.8,31.0,0.4
1245,2018-07-11,148.698,28.0,2.8
1246,2018-07-12,142.266,27.0,1.6
1247,2018-07-13,147.233,28.0,0.0
1248,2018-07-14,145.894,32.0,0.0
1249,2018-07-15,142.952,30.0,1.5
1250,2018-07-16,144.175,31.0,0.0
1251,2018-07-17,153.074,34.0,0.0
1252,2018-07-18,160.548,34.0,0.0
1253,2018-07-19,166.686,35.0,1.1
1254,2018-07-20,163.141,33.0,0.0
1255,2018-07-21,160.737,33.0,0.6
1256,2018-07-22,158.763,34.0,0.0
1257,2018-07-23,167.594,35.0,0.0
1258,2018-07-24,172.81,35.0,0.0
1259,2018-07-25,176.174,35.0,0.3
1260,2018-07-26,179.322,35.0,0.0
1261,2018-07-27,176.662,35.0,0.3
1262,2018-07-28,175.957,35.0,0.0
1263,2018-07-29,173.033,35.0,0.0
1264,2018-07-30,181.674,35.0,0.0
1265,2018-07-31,182.926,34.0,0.0
1266,2018-08-01,181.167,35.0,1.0
1267,2018-08-02,176.1,34.0,0.0
1268,2018-08-03,177.021,34.0,0.0
1269,2018-08-04,177.293,35.0,0.1
1270,2018-08-05,174.574,34.0,0.0
1271,2018-08-06,174.389,33.0,1.4
1272,2018-08-07,171.421,32.0,3.0
1273,2018-08-08,168.024,31.0,1.9
1274,2018-08-09,170.46,33.0,0.9
1275,2018-08-10,170.383,32.0,2.1
1276,2018-08-11,153.172,29.0,5.4
1277,2018-08-12,150.273,27.0,2.5
1278,2018-08-13,151.961,29.0,9.3
1279,2018-08-14,151.685,27.0,13.9
1280,2018-08-15,144.586,26.0,10.8
1281,2018-08-16,146.35,30.0,1.4
1282,2018-08-17,154.305,32.0,0.0
1283,2018-08-18,156.907,31.0,3.6
1284,2018-08-19,152.42,26.0,20.0
1285,2018-08-20,153.186,26.0,16.4
1286,2018-08-21,158.967,32.0,0.1
1287,2018-08-22,169.428,33.0,0.0
1288,2018-08-23,177.195,33.0,0.0
1289,2018-08-24,176.79,33.0,0.0
1290,2018-08-25,174.169,31.0,5.0
1291,2018-08-26,170.679,31.0,0.0
1292,2018-08-27,168.895,30.0,3.8
1293,2018-08-28,169.291,30.0,5.9
1294,2018-08-29,172.939,31.0,2.2
1295,2018-08-30,179.583,33.0,0.0
1296,2018-08-31,179.816,32.0,0.0
1297,2018-09-01,177.431,31.0,3.4
1298,2018-09-02,177.982,32.0,0.6
1299,2018-09-03,184.249,33.0,0.0
1300,2018-09-04,186.78,33.0,0.0
1301,2018-09-05,187.788,32.0,0.4
1302,2018-09-06,186.915,32.0,0.0
1303,2018-09-07,187.7,31.0,2.8
1304,2018-09-08,184.193,33.0,0.2
1305,2018-09-09,190.198,33.0,0.2
1306,2018-09-10,192.933,33.0,0.1
1307,2018-09-11,190.225,33.0,2.3
1308,2018-09-12,181.784,33.0,4.2
1309,2018-09-13,178.148,32.0,0.8
1310,2018-09-14,180.624,32.0,5.9
1311,2018-09-15,181.464,33.0,0.5
1312,2018-09-16,172.261,31.0,1.9
